,salary,tool
44645,35000,Node.js
44648,33060,
44651,32500,
44660,52500,
44663,32625,C#
44663,32625,PHP
44663,32625,MSSQL
44663,32625,MySQL
44663,32625,PL/SQL
44671,48043,AJAX
44671,48043,Java
44671,48043,PHP
44671,48043,MSSQL
44671,48043,MySQL
44671,48043,HTML
44671,48043,JavaScript
44671,48043,jQuery
44671,48043,CSS
44675,40500,Java
44675,40500,Oracle
44677,32000,Excel
44678,47500,Excel
44678,47500,PowerBI
44680,31500,Python
44680,31500,R
44680,31500,SAS
44681,147500,Python
44681,147500,VBA
44681,147500,MSSQL
44681,147500,MySQL
44681,147500,Oracle
44682,62500,
44683,45000,C#
44683,45000,ADO
44683,45000,MSSQL
44683,45000,MySQL
44685,52500,Android
44685,52500,iOS
44685,52500,Java
44685,52500,PHP
44685,52500,MySQL
44685,52500,HTML
44685,52500,JavaScript
44685,52500,jQuery
44685,52500,CSS
44687,62500,PHP
44687,62500,MySQL
44687,62500,HTML
44687,62500,JavaScript
44687,62500,CSS
44688,43500,
44689,32000,Excel
44690,47500,MSSQL
44690,47500,Oracle
44690,47500,JavaScript
44691,147500,Python
44691,147500,VBA
44691,147500,MSSQL
44691,147500,MySQL
44691,147500,Oracle
44692,60000,
44693,45000,Windows2000
44693,45000,Windows2003
44693,45000,WindowsNT
44693,45000,WindowsServer2008
44693,45000,WindowsServer2012
44693,45000,Windows10
44693,45000,VisualBasic
44693,45000,VisualBasic.net
44693,45000,MSSQL
44693,45000,VBScript
44696,41000,Oracle
44696,41000,OracleERP
44697,70000,ASP.NET
44697,70000,C#
44697,70000,Node.js
44697,70000,ReactNative
44697,70000,ReactJS
44698,65000,
44700,49000,
44701,45500,
44703,36000,C#
44703,36000,VBA
44703,36000,VisualBasic.net
44703,36000,VisualC#
44703,36000,VisualStudio.net
44703,36000,MicrosoftSharePoint
44703,36000,XML
44703,36000,Excel
44703,36000,Word
44703,36000,PowerBI
44703,36000,SAP
44705,34000,WindowsServer2008
44705,34000,WindowsServer2012
44705,34000,ASP
44705,34000,VisualBasic.net
44705,34000,MSSQL
44705,34000,Oracle
44705,34000,Excel
44705,34000,Outlook
44705,34000,PowerPoint
44705,34000,Word
44706,39500,MSSQL
44706,39500,Oracle
44706,39500,Excel
44706,39500,Outlook
44706,39500,PowerPoint
44706,39500,Visio
44706,39500,Word
44707,42611,AJAX
44707,42611,ASP.NET
44707,42611,C#
44707,42611,Java
44707,42611,PHP
44707,42611,VisualBasic
44707,42611,MySQL
44707,42611,jQuery
44709,45000,MSSQL
44714,43000,
44716,45000,R
44716,45000,Tableau
44718,42500,Access
44718,42500,Excel
44718,42500,PowerPoint
44718,42500,Word
44718,42500,中文打字20~50
44718,42500,英文打字20~50
44720,31320,
44724,60000,鼎新
44725,51000,ASP.NET
44725,51000,C#
44725,51000,VisualStudio
44725,51000,WinForm
44725,51000,Access
44726,30500,
44728,42500,
44729,31000,
44731,40000,
44736,49000,Linux
44736,49000,Git
44736,49000,AJAX
44736,49000,ASP.NET
44736,49000,C#
44736,49000,C++
44736,49000,Java
44736,49000,PHP
44736,49000,Python
44736,49000,MSSQL
44736,49000,MySQL
44736,49000,HTML
44736,49000,JavaScript
44736,49000,jQuery
44736,49000,CSS
44736,49000,Node.js
44736,49000,ReactJS
44736,49000,VueJS
44737,35000,鼎新
44739,41000,
44741,39000,
44742,36261,
44745,47500,
44746,55000,
44747,33000,ASP
44747,33000,ASP.NET
44747,33000,C#
44747,33000,C++
44747,33000,C++.Net
44747,33000,Java
44747,33000,VisualC#
44747,33000,MSSQL
44747,33000,HTML
44747,33000,JavaScript
44747,33000,XML
44747,33000,XMLWebservices
44748,41500,Linux
44748,41500,WindowsServer2012
44748,41500,Windows10
44748,41500,MSSQL
44748,41500,TCP/IP
44750,45000,
44751,62500,MacOS
44751,62500,Python
44751,62500,MSSQL
44751,62500,MySQL
44751,62500,PostgreSQL
44751,62500,JavaScript
44751,62500,VueJS
44752,55000,DatabaseManagement
44752,55000,Access
44752,55000,MSSQL
44752,55000,MySQL
44755,147900,中文打字20~50
44755,147900,英文打字20~50
44757,34000,WindowsServer2012
44757,34000,VisualStudio
44757,34000,Access
44757,34000,jQuery
44757,34000,Excel
44757,34000,Word
44760,39000,Linux
44760,39000,Firewall
44763,40000,Mac/Macintosh
44763,40000,Android
44763,40000,iOS
44763,40000,Access
44763,40000,MSSQL
44763,40000,Oracle
44763,40000,ActiveX
44763,40000,Dreamweaver
44763,40000,FrontPage
44763,40000,HTML
44763,40000,JavaScript
44763,40000,VBScript
44763,40000,XMLWebservices
44763,40000,Ethernet
44763,40000,AdobeAcrobat
44763,40000,鼎新
44764,46000,Linux
44764,46000,Github
44764,46000,AJAX
44764,46000,PHP
44764,46000,MySQL
44764,46000,PostgreSQL
44764,46000,ApacheSOAP
44764,46000,DNS
44764,46000,FTP
44764,46000,ssh
44766,39000,Linux
44766,39000,Excel
44766,39000,InternetExplorer
44766,39000,Outlook
44766,39000,PowerPoint
44766,39000,Word
44767,46000,Linux
44767,46000,Github
44767,46000,AJAX
44767,46000,PHP
44767,46000,MySQL
44767,46000,PostgreSQL
44767,46000,FTP
44767,46000,ssh
44768,40000,MSSQL
44771,45000,
44772,32000,
44773,40000,C++
44773,40000,MySQL
44775,35500,ASP.NET
44775,35500,C#
44775,35500,MSSQL
44775,35500,HTML
44775,35500,JavaScript
44776,35500,MSSQL
44776,35500,Excel
44776,35500,PowerPoint
44776,35500,Word
44778,51000,VisualBasic.net
44778,51000,MSSQL
44780,52307,WindowsServer2012
44780,52307,WindowsServer2019
44780,52307,Python
44780,52307,VisualStudio
44780,52307,MSSQL
44780,52307,鼎新
44782,45500,
44784,35000,Oracle
44784,35000,Vmware
44784,35000,Excel
44784,35000,Word
44784,35000,鼎新
44785,37000,
44787,35000,Linux
44787,35000,MacOS
44787,35000,UNIX
44787,35000,WindowsServer2008
44787,35000,WindowsServer2012
44787,35000,Windows10
44787,35000,Git
44787,35000,Java
44787,35000,Spring
44787,35000,VisualStudio
44787,35000,JDBC
44787,35000,MySQL
44787,35000,Oracle
44789,40000,
44790,40000,
44791,37500,
44792,30000,SAP
44796,35000,AutoCAD
44796,35000,SolidWorks
44797,35000,AutoCAD
44797,35000,SolidWorks
44798,35000,ASP.NET
44798,35000,C++.Net
44798,35000,Python
44798,35000,VisualBasic.net
44798,35000,VisualStudio.net
44798,35000,MSSQL
44799,35000,AJAX
44799,35000,ASP.NET
44799,35000,C#
44799,35000,VisualBasic
44799,35000,VisualStudio.net
44799,35000,MSSQL
44799,35000,HTML
44799,35000,JavaScript
44799,35000,XML
44799,35000,jQuery
44799,35000,CSS
44799,35000,AngularJS
44799,35000,VueJS
44799,35000,CIM
44799,35000,MES
44801,35000,Linux
44801,35000,WindowsServer2012
44801,35000,MSSQL
44801,35000,Vmware
44801,35000,SAN/NAS
44804,50000,ASP.NET
44804,50000,C#
44804,50000,Python
44804,50000,MSSQL
44804,50000,Oracle
44804,50000,PostgreSQL
44807,42500,ASP.NET
44807,42500,C#
44807,42500,MSSQL
44807,42500,MySQL
44809,51000,VisualBasic.net
44809,51000,MSSQL
44812,51000,Java
44812,51000,Python
44812,51000,MSSQL
44813,41600,ASP.NET
44813,41600,C#
44813,41600,MSSQL
44813,41600,HTML
44813,41600,CSS
44815,51000,MSSQL
44815,51000,MySQL
44815,51000,hadoop
44816,51000,
44817,51000,C#
44817,51000,VisualBasic.net
44817,51000,MSSQL
44818,42050,C#
44818,42050,MSSQL
44818,42050,HTML
44818,42050,jQuery
44818,42050,CSS
44820,47500,MSSQL
44820,47500,MySQL
44821,40550,MSSQL
44824,51000,VisualBasic.net
44824,51000,MSSQL
44825,51000,C#
44825,51000,Python
44825,51000,VisualBasic.net
44825,51000,MSSQL
44825,51000,PL/SQL
44829,40000,Delphi
44829,40000,Oracle
44829,40000,SAP
44830,42050,C#
44830,42050,MSSQL
44830,42050,HTML
44830,42050,jQuery
44830,42050,CSS
44831,30076,ASP
44831,30076,ASP.NET
44831,30076,PHP
44831,30076,MSSQL
44833,40000,
44834,38500,
44835,51000,C++
44838,40000,ASP.NET
44838,40000,C#
44838,40000,MSSQL
44838,40000,JavaScript
44838,40000,jQuery
44840,30000,
44842,35500,Windows7
44842,35500,Windows10
44842,35500,Excel
44842,35500,PowerPoint
44842,35500,Word
44842,35500,中文打字50~75
44844,38000,
44845,37500,
44847,50000,C#
44847,50000,Python
44847,50000,MSSQL
44848,50000,
44852,31500,Excel
44852,31500,PowerPoint
44852,31500,Word
44853,35500,Linux
44853,35500,WindowsServer2008
44853,35500,WindowsServer2012
44853,35500,AJAX
44853,35500,ASP.NET
44853,35500,C#
44853,35500,Java
44853,35500,PHP
44858,40000,C#
44858,40000,MSSQL
44858,40000,HTML
44858,40000,JavaScript
44858,40000,jQuery
44858,40000,CSS
44860,30500,
44861,50000,C#
44861,50000,Python
44861,50000,MSSQL
44863,31320,
44872,30000,
44873,38000,MySQL
44873,38000,Excel
44886,52500,Linux
44886,52500,PHP
44886,52500,MySQL
44886,52500,iptables
44886,52500,ssh
44887,48000,Linux
44887,48000,PHP
44887,48000,MySQL
44887,48000,iptables
44887,48000,ssh
44888,41000,
44893,31320,
44902,30000,
44903,38000,MySQL
44903,38000,Excel
44916,52500,Linux
44916,52500,PHP
44916,52500,MySQL
44916,52500,iptables
44916,52500,ssh
44917,48000,Linux
44917,48000,PHP
44917,48000,MySQL
44917,48000,iptables
44917,48000,ssh
44918,41000,
44921,41500,
44922,38500,
44927,50000,
44928,35000,
44929,35000,
44933,62500,Java
44933,62500,MSSQL
44933,62500,HTML
44933,62500,J2EE
44933,62500,J2SE
44933,62500,JavaScript
44933,62500,jQuery
44933,62500,CSS
44933,62500,Node.js
44933,62500,VueJS
44939,35000,
44940,42500,Linux
44940,42500,Git
44940,42500,Python
44940,42500,MySQL
44940,42500,PostgreSQL
44940,42500,AWS
44940,42500,HTML
44940,42500,JavaScript
44940,42500,jQuery
44940,42500,CSS
44940,42500,Sass
44940,42500,Node.js
44940,42500,ReactJS
44940,42500,Django
44941,53000,MSSQL
44941,53000,Oracle
44942,36500,
44944,42500,Git
44944,42500,Python
44944,42500,MySQL
44944,42500,PostgreSQL
44944,42500,Django
44944,42500,Linux
44944,42500,AWS
44946,35000,
44947,50000,AIX
44947,50000,FreeBSD
44947,50000,HP-UX
44947,50000,Linux
44947,50000,Shell
44947,50000,Solaris
44947,50000,SUNOS
44947,50000,SunSolaris
44947,50000,UNIX
44947,50000,MySQL
44947,50000,Oracle
44947,50000,Vmware
44947,50000,AWS
44947,50000,VERITAS
44947,50000,BS7799
44951,41500,
44952,38500,
44954,35500,
44957,37500,Cisco
44957,37500,Ethernet
44957,37500,Hubs/Routers
44957,37500,LAN
44957,37500,TCP/IP
44957,37500,VLAN
44958,48000,C
44958,48000,C++
44958,48000,PHP
44959,35000,Python
44959,35000,MSSQL
44959,35000,HTML
44959,35000,MES
44960,47000,AIX
44960,47000,Linux
44960,47000,UNIX
44960,47000,Windows2003
44960,47000,Oracle
44961,49000,SAP
44962,55000,
44965,32000,Excel
44965,32000,Outlook
44965,32000,PowerPoint
44965,32000,Word
44965,32000,鼎新
44967,41500,鼎新
44968,41500,鼎新
44969,50000,Git
44969,50000,C#
44969,50000,VisualStudio
44969,50000,MSSQL
44969,50000,MySQL
44969,50000,Excel
44969,50000,PowerPoint
44969,50000,Project
44969,50000,Visio
44969,50000,Word
44970,45000,Linux
44970,45000,C#
44970,45000,Python
44970,45000,Excel
44970,45000,PowerPoint
44970,45000,MES
44970,45000,SMT
44971,50000,Git
44971,50000,Python
44971,50000,Spring
44971,50000,VisualStudio
44971,50000,MSSQL
44971,50000,MySQL
44971,50000,Excel
44971,50000,PowerPoint
44971,50000,Project
44971,50000,Visio
44971,50000,Word
44972,40000,
44974,51000,Excel
44974,51000,Outlook
44974,51000,PowerPoint
44974,51000,Word
44975,39500,MSSQL
44975,39500,Oracle
44975,39500,PL/SQL
44976,50000,VPN
44976,50000,VM
44978,45000,
44982,43000,VBA
44982,43000,Excel
44982,43000,PowerPoint
44982,43000,PowerBI
44982,43000,SAP
44984,32000,
44985,45000,
44986,60000,Android
44986,60000,iOS
44986,60000,Java
44986,60000,PostgreSQL
44988,46500,C#
44988,46500,VisualStudio.net
44989,29500,Windows2003
44989,29500,WindowsXP
44989,29500,WindowsServer2008
44989,29500,MSSQL
44989,29500,鼎新
44992,44500,C++
44992,44500,Java
44992,44500,PL/SQL
44994,45000,
44996,41000,Java
44996,41000,VBA
44996,41000,Access
44999,35000,Excel
44999,35000,Outlook
44999,35000,Word
45001,32500,Windows7
45001,32500,WindowsServer2008
45001,32500,WindowsServer2012
45001,32500,Ethernet
45001,32500,Firewall
45001,32500,Hubs/Routers
45001,32500,IIS
45001,32500,LAN
45001,32500,TCP/IP
45001,32500,VLAN
45001,32500,VPN
45001,32500,WAN
45001,32500,Ghost
45002,35500,AJAX
45002,35500,ASP.NET
45002,35500,C#
45002,35500,VisualStudio
45002,35500,MSSQL
45002,35500,JavaScript
45003,35500,AJAX
45003,35500,ASP.NET
45003,35500,C#
45003,35500,VisualStudio
45003,35500,MSSQL
45003,35500,JavaScript
45004,40000,Windows7
45004,40000,Windows10
45004,40000,AJAX
45004,40000,ASP.NET
45004,40000,C#
45004,40000,MSSQL
45004,40000,HTML
45004,40000,JavaScript
45004,40000,jQuery
45004,40000,CSS
45005,48500,
45007,52500,
45008,37500,Linux
45008,37500,Shell
45008,37500,Java
45009,45000,Git
45009,45000,PHP
45009,45000,HTML
45009,45000,JavaScript
45009,45000,jQuery
45009,45000,CSS
45010,28625,Windows10
45010,28625,Excel
45010,28625,Outlook
45010,28625,PowerPoint
45010,28625,Word
45010,28625,中文打字50~75
45011,45000,PHP
45011,45000,MSSQL
45011,45000,HTML
45011,45000,JavaScript
45011,45000,CSS
45013,52500,Linux
45013,52500,Git
45013,52500,PHP
45013,52500,MSSQL
45013,52500,MySQL
45016,45000,Java
45016,45000,PHP
45016,45000,Python
45016,45000,Oracle
45016,45000,jQuery
45016,45000,VueJS
45017,36500,
45018,36000,Java
45018,36000,PHP
45018,36000,Python
45018,36000,Oracle
45018,36000,jQuery
45018,36000,VueJS
45019,50000,Linux
45019,50000,Shell
45019,50000,MySQL
45020,41885,AJAX
45020,41885,PHP
45020,41885,MySQL
45020,41885,HTML
45020,41885,JavaScript
45020,41885,jQuery
45020,41885,ReactJS
45020,41885,AngularJS
45020,41885,VueJS
45021,26125,Windows10
45021,26125,Excel
45021,26125,Outlook
45021,26125,PowerPoint
45021,26125,Word
45021,26125,中文打字50~75
45022,46500,AJAX
45022,46500,PHP
45022,46500,MySQL
45022,46500,HTML
45022,46500,JavaScript
45022,46500,jQuery
45022,46500,CSS
45024,41885,AJAX
45024,41885,PHP
45024,41885,MySQL
45024,41885,HTML
45024,41885,JavaScript
45024,41885,jQuery
45024,41885,ReactJS
45024,41885,AngularJS
45024,41885,VueJS
45026,66000,Java
45026,66000,Python
45028,38000,PHP
45028,38000,MySQL
45028,38000,Dreamweaver
45028,38000,Fireworks
45028,38000,HTML
45028,38000,JavaScript
45028,38000,VBScript
45028,38000,WebMaster/Developer
45028,38000,XML
45028,38000,XMLWebservices
45028,38000,jQuery
45028,38000,CSS
45028,38000,Firewall
45028,38000,GoogleAnalytics
45028,38000,AdobePhotoshop
45028,38000,Illustrator
45028,38000,鼎新
45029,36316,Excel
45029,36316,Outlook
45029,36316,PowerPoint
45029,36316,Word
45030,60000,Oracle
45030,60000,PL/SQL
45031,35000,
45032,30000,
45033,80000,Linux
45033,80000,Github
45033,80000,Jenkins
45033,80000,Git
45033,80000,C#
45033,80000,Java
45033,80000,PHP
45033,80000,Python
45033,80000,MSSQL
45033,80000,MySQL
45033,80000,AWS
45033,80000,HTML
45033,80000,JavaScript
45033,80000,CSS
45033,80000,Node.js
45033,80000,ReactNative
45033,80000,ReactJS
45033,80000,AngularJS
45033,80000,VueJS
45034,39000,
45035,80769,Github
45035,80769,Ruby
45035,80769,Rails
45035,80769,AWS
45035,80769,JavaScript
45035,80769,ReactJS
45035,80769,VueJS
45036,60000,Github
45036,60000,Ruby
45036,60000,Rails
45036,60000,AWS
45036,60000,JavaScript
45036,60000,ReactJS
45036,60000,VueJS
45037,31500,Windows7
45037,31500,Excel
45037,31500,Outlook
45037,31500,Word
45037,31500,天心資訊
45038,40500,
45040,60000,Linux
45040,60000,Shell
45040,60000,Github
45040,60000,ASP.NET
45040,60000,Python
45040,60000,Vmware
45041,40000,Python
45042,45000,Linux
45042,45000,ASP.NET
45042,45000,C#
45042,45000,PostgreSQL
45042,45000,AWS
45045,37500,Java
45045,37500,Sybase
45046,32500,Linux
45046,32500,Windows7
45046,32500,WindowsServer2012
45047,36500,
45049,55000,Github
45049,55000,Python
45049,55000,R
45049,55000,MySQL
45049,55000,JavaScript
45050,34000,
45051,60000,DatabaseAdministrator
45051,60000,MySQL
45051,60000,PostgreSQL
45055,30300,Java
45055,30300,VisualBasic.net
45055,30300,Oracle
45055,30300,JavaScript
45056,55000,Linux
45056,55000,Shell
45056,55000,UNIX
45057,45000,Github
45057,45000,Git
45057,45000,Python
45057,45000,JavaScript
45058,48000,Windows7
45058,48000,WindowsServer2012
45060,39150,Linux
45060,39150,PHP
45060,39150,MSSQL
45060,39150,MySQL
45060,39150,JavaScript
45061,47500,MySQL
45063,57500,ASP.NET
45063,57500,C#
45063,57500,DatabaseManagement
45063,57500,MSSQL
45063,57500,ODBC
45063,57500,JavaScript
45064,37500,Linux
45064,37500,Mac/Macintosh
45064,37500,WindowsServer2012
45064,37500,Windows10
45064,37500,MSSQL
45064,37500,Vmware
45064,37500,DHCP
45064,37500,Firewall
45064,37500,FTP
45064,37500,LAN
45064,37500,TCP/IP
45064,37500,VPN
45064,37500,鼎新
45065,42500,Excel
45065,42500,PowerPoint
45065,42500,Word
45067,47500,
45068,57500,Python
45068,57500,ETL
45068,57500,Node.js
45069,35000,ASP.NET
45069,35000,C#
45069,35000,PHP
45069,35000,Python
45069,35000,Ruby
45069,35000,JavaScript
45070,37500,AJAX
45070,37500,ASP.NET
45070,37500,MSSQL
45070,37500,JavaScript
45070,37500,jQuery
45072,50000,Linux
45072,50000,WindowsServer2012
45072,50000,WindowsServer2019
45072,50000,MySQL
45072,50000,Oracle
45072,50000,Vmware
45073,37500,AJAX
45073,37500,ASP.NET
45073,37500,MSSQL
45073,37500,JavaScript
45073,37500,jQuery
45075,60000,C++
45075,60000,MSSQL
45075,60000,TCP/IP
45076,32500,Linux
45076,32500,Windows7
45076,32500,WindowsServer2012
45077,36500,
45079,55000,Github
45079,55000,Python
45079,55000,R
45079,55000,MySQL
45079,55000,JavaScript
45080,34000,
45081,60000,DatabaseAdministrator
45081,60000,MySQL
45081,60000,PostgreSQL
45085,30300,Java
45085,30300,VisualBasic.net
45085,30300,Oracle
45085,30300,JavaScript
45086,55000,Linux
45086,55000,Shell
45086,55000,UNIX
45087,45000,Github
45087,45000,Git
45087,45000,Python
45087,45000,JavaScript
45088,48000,Windows7
45088,48000,WindowsServer2012
45090,39150,Linux
45090,39150,PHP
45090,39150,MSSQL
45090,39150,MySQL
45090,39150,JavaScript
45091,47500,MySQL
45093,57500,ASP.NET
45093,57500,C#
45093,57500,DatabaseManagement
45093,57500,MSSQL
45093,57500,ODBC
45093,57500,JavaScript
45094,37500,Linux
45094,37500,Mac/Macintosh
45094,37500,WindowsServer2012
45094,37500,Windows10
45094,37500,MSSQL
45094,37500,Vmware
45094,37500,DHCP
45094,37500,Firewall
45094,37500,FTP
45094,37500,LAN
45094,37500,TCP/IP
45094,37500,VPN
45094,37500,鼎新
45095,42500,Excel
45095,42500,PowerPoint
45095,42500,Word
45097,47500,
45098,57500,Python
45098,57500,ETL
45098,57500,Node.js
45099,35000,ASP.NET
45099,35000,C#
45099,35000,PHP
45099,35000,Python
45099,35000,Ruby
45099,35000,JavaScript
45100,37500,AJAX
45100,37500,ASP.NET
45100,37500,MSSQL
45100,37500,JavaScript
45100,37500,jQuery
45102,50000,Linux
45102,50000,WindowsServer2012
45102,50000,WindowsServer2019
45102,50000,MySQL
45102,50000,Oracle
45102,50000,Vmware
45103,37500,AJAX
45103,37500,ASP.NET
45103,37500,MSSQL
45103,37500,JavaScript
45103,37500,jQuery
45105,60000,C++
45105,60000,MSSQL
45105,60000,TCP/IP
45106,32500,Linux
45106,32500,Windows7
45106,32500,WindowsServer2012
45107,36500,
45109,55000,Github
45109,55000,Python
45109,55000,R
45109,55000,MySQL
45109,55000,JavaScript
45110,34000,
45114,37500,
45118,33500,
45119,30000,Excel
45119,30000,PowerPoint
45119,30000,Word
45120,60000,Linux
45120,60000,Git
45120,60000,Python
45120,60000,ETL
45120,60000,MySQL
45122,35000,Apple
45122,35000,MacOS
45122,35000,Mac/Macintosh
45122,35000,WindowsXP
45122,35000,Windows7
45122,35000,WindowsServer2008
45122,35000,Android
45122,35000,iOS
45122,35000,WindowsServer2012
45122,35000,Windows10
45122,35000,MSSQL
45122,35000,MySQL
45122,35000,DHCP
45122,35000,DNS
45122,35000,Ethernet
45122,35000,Firewall
45122,35000,Excel
45122,35000,Outlook
45122,35000,PowerPoint
45122,35000,Word
45122,35000,中文打字50~75
45122,35000,英文打字50~75
45124,50000,鼎新
45127,36000,Linux
45127,36000,Windows10
45127,36000,MSSQL
45127,36000,MySQL
45127,36000,PostgreSQL
45127,36000,TCP/IP
45128,37500,
45129,35000,Linux
45129,35000,AJAX
45129,35000,C#
45129,35000,C++
45129,35000,Java
45129,35000,PHP
45129,35000,Python
45129,35000,VisualC#
45129,35000,VisualC++
45129,35000,VisualStudio
45129,35000,VisualStudio.net
45129,35000,MSSQL
45129,35000,MySQL
45129,35000,HTML
45129,35000,JavaScript
45129,35000,jQuery
45129,35000,CSS
45129,35000,Node.js
45130,39000,Access
45130,39000,MSSQL
45130,39000,MySQL
45130,39000,Excel
45130,39000,鼎新
45130,39000,文中系統
45130,39000,鉅茂
45133,53500,
45134,53500,
45136,29000,
45139,30000,MSSQL
45139,30000,SAP
45140,37500,
45142,41000,iOS
45142,41000,Excel
45142,41000,Outlook
45142,41000,PowerPoint
45142,41000,Word
45146,32000,Python
45146,32000,Tableau
45147,55000,Linux
45147,55000,WindowsServer2008
45147,55000,WindowsServer2012
45147,55000,WindowsServer2019
45147,55000,DatabaseAdministrator
45147,55000,DatabaseManagement
45147,55000,Vmware
45147,55000,Firewall
45147,55000,VPN
45147,55000,VoIP
45148,45000,
45149,44000,
45150,44000,
45151,49000,
45152,38000,
45153,30000,MySQL
45153,30000,Excel
45153,30000,鼎新
45154,42950,
45156,42000,
45157,37500,鼎新
45158,31500,鉅茂
45159,37000,
45162,36500,
45163,40000,IATF16949
45164,35000,MSSQL
45164,35000,Excel
45164,35000,Word
45164,35000,鼎新
45166,30000,Excel
45166,30000,Outlook
45166,30000,PowerPoint
45166,30000,Word
45167,30000,MSSQL
45167,30000,Oracle
45168,39500,MSSQL
45168,39500,MySQL
45168,39500,Oracle
45168,39500,DHCP
45168,39500,DNS
45168,39500,Firewall
45168,39500,FTP
45168,39500,Excel
45168,39500,PowerPoint
45169,30625,
45170,49000,Linux
45170,49000,Shell
45170,49000,Git
45170,49000,Go
45170,49000,PostgreSQL
45170,49000,HTML
45170,49000,JavaScript
45170,49000,VueJS
45170,49000,MES
45171,55000,
45172,41500,ASP
45172,41500,C#
45172,41500,VBA
45172,41500,MSSQL
45173,39000,鼎新
45176,30500,
45178,50000,IE工業工程
45178,50000,鼎新
45179,30850,C#
45179,30850,JavaScript
45180,49000,Linux
45180,49000,Shell
45180,49000,Git
45180,49000,ASP.NET
45180,49000,Go
45180,49000,PostgreSQL
45180,49000,HTML
45180,49000,JavaScript
45180,49000,CSS
45180,49000,VueJS
45180,49000,MES
45181,31750,
45182,42500,
45183,42500,
45184,50000,AIX
45184,50000,FreeBSD
45184,50000,HP-UX
45184,50000,Linux
45184,50000,Shell
45184,50000,Solaris
45184,50000,SUNOS
45184,50000,SunSolaris
45184,50000,UNIX
45184,50000,MySQL
45184,50000,Oracle
45184,50000,Vmware
45184,50000,AWS
45184,50000,VERITAS
45184,50000,BS7799
45185,113100,Android
45185,113100,ActionScript
45185,113100,ASP.NET
45185,113100,C++
45185,113100,Java
45185,113100,PHP
45185,113100,MySQL
45186,113100,Android
45186,113100,ActionScript
45186,113100,ASP.NET
45186,113100,C++
45186,113100,Java
45186,113100,PHP
45186,113100,MySQL
45187,30625,Linux
45187,30625,MSSQL
45187,30625,MySQL
45188,30625,Linux
45188,30625,MySQL
45189,34000,Java
45189,34000,鼎新
45190,39000,
45191,45000,ASP.NET
45191,45000,C#
45191,45000,Python
45191,45000,VisualBasic.net
45191,45000,VisualC#
45191,45000,VisualStudio.net
45191,45000,MSSQL
45191,45000,JavaScript
45191,45000,jQuery
45191,45000,PowerBI
45191,45000,PLC
45191,45000,CIM
45191,45000,MES
45192,42500,AIX
45192,42500,HP-UX
45192,42500,Linux
45192,42500,SunSolaris
45192,42500,UNIX
45192,42500,Oracle
45192,42500,Vmware
45193,36000,
45194,39000,PL/SQL
45195,90000,Linux
45195,90000,SystemsAdministration
45195,90000,Excel
45195,90000,Outlook
45195,90000,Word
45196,28774,中文打字20~50
45197,28000,Java
45197,28000,JavaScript
45198,39429,
45199,25250,Excel
45199,25250,Word
45199,25250,中文打字20~50
45199,25250,英文打字20~50
45200,46500,Delphi
45200,46500,PHP
45200,46500,JavaScript
45201,35000,
45203,28500,Windows10
45203,28500,Excel
45203,28500,Word
45203,28500,中文打字50~75
45204,37000,Linux
45204,37000,Informix
45204,37000,MSSQL
45205,47500,
45206,30125,PHP
45206,30125,MySQL
45206,30125,Dreamweaver
45206,30125,HTML
45206,30125,JavaScript
45206,30125,jQuery
45206,30125,CSS
45207,35000,Android
45207,35000,iOS
45207,35000,HTML
45207,35000,CSS
45207,35000,ReactNative
45210,29232,Excel
45210,29232,PowerPoint
45210,29232,Word
45212,37500,AJAX
45212,37500,PHP
45212,37500,MySQL
45212,37500,JavaScript
45212,37500,jQuery
45213,38500,
45215,36000,WindowsServer2008
45215,36000,WindowsServer2012
45215,36000,WindowsServer2019
45215,36000,VM
45216,50500,Delphi
45216,50500,MSSQL
45217,50000,Java
45217,50000,PHP
45217,50000,Ruby
45217,50000,Go
45217,50000,MySQL
45217,50000,Node.js
45218,45000,Linux
45218,45000,Python
45219,38000,
45220,40000,
45226,50000,Git
45226,50000,C
45226,50000,C++
45226,50000,PHP
45226,50000,MSSQL
45226,50000,MySQL
45227,31250,
45228,32500,
45229,30500,
45230,30000,
45231,32500,Linux
45231,32500,WindowsServer2012
45231,32500,MSSQL
45231,32500,Vmware
45231,32500,DNS
45231,32500,Firewall
45231,32500,TCP/IP
45231,32500,天心資訊
45233,36000,Matlab
45233,36000,Excel
45233,36000,PowerPoint
45233,36000,Word
45233,36000,ArcGis
45233,36000,GIS
45234,31500,C#
45234,31500,ADO
45235,28000,SAN/NAS
45235,28000,VM
45235,28000,鼎新
45236,33000,Excel
45236,33000,InternetExplorer
45236,33000,Outlook
45236,33000,PowerPoint
45236,33000,Word
45236,33000,中文打字20~50
45237,49000,
45238,50500,
45239,35000,CAM
45240,52500,C#
45240,52500,MSSQL
45241,31320,
45242,34000,Excel
45242,34000,Outlook
45242,34000,PowerPoint
45242,34000,Word
45243,35000,
45244,35000,Excel
45244,35000,Outlook
45244,35000,Word
45244,35000,SAP
45246,49000,
45247,48500,
45248,46000,
45249,46000,
45250,46000,
45251,29000,
45252,30500,Excel
45252,30500,PowerPoint
45252,30500,Word
45253,65000,Linux
45253,65000,Git
45253,65000,Go
45253,65000,MSSQL
45254,27500,PHP
45254,27500,MSSQL
45254,27500,MySQL
45254,27500,HTML
